id,Exercise Name,Muscle Group,Equipment,Difficulty,Exercise_Type,Combined_Text,Exercise_URL,Video_URL,description
796,Hamstring Bridge With Elevated Legs Box Unilateral,"hamstrings, glutes",bodyweight,Beginner,Muscle Building,"1
Lie on your back. Place one heel on a box or bench, having a 90° angle at hip and knee.
2
Perform a posterior pelvic tilt (flatten your lower back against the ground).
3
Push through your heel into the box, lifting your hips up to the point where there is a straight line from your chest to your knees.



Butt Exercise, Bodyweight Fitness, Glutes Exercise, Leg Exercise, Glute Exercise, Hamstrings Exercise, At Home Exercise, Bodyweight Exercise, Hamstring Exercise",https://musclewiki.com/bodyweight/male/glutes/hamstring-bridge-with-elevated-legs-box-unilateral/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-hamstring-bridge-with-elevated-legs-box-unilateral-side.mp4#t=0.1,"The 'Hamstring Bridge With Elevated Legs Box Unilateral' is a 'Beginner' level 'Muscle Building' exercise that targets the 'hamstrings, glutes' and requires 'bodyweight'. Instructions and tips: 1.Lie on your back. Place one heel on a box or bench, having a 90° angle at hip and knee..2.Perform a posterior pelvic tilt (flatten your lower back against the ground)..3.Push through your heel into the box, lifting your hips up to the point where there is a straight line from your chest to your knees..Butt Exercise, Bodyweight Fitness, Glutes Exercise, Leg Exercise, Glute Exercise, Hamstrings Exercise, At Home Exercise, Bodyweight Exercise, Hamstring Exercise"
797,Hamstring Mobilisation Seated Lacrosse Ball,hamstrings,None,Beginner,Muscle Building,"1
Place a massage ball on a bench.
2
Sit on the ball with your hamstring.
3
Move around till you find a tight/sore spot.
4
Extend and bend your knee to mobilise the hamstring.



Hamstrings Exercise, Leg Exercise, Hamstring Exercise",https://musclewiki.com/recovery/male/hamstrings/hamstring-mobilisation-seated-lacrosse-ball/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-hamstring-mobilisation-seated-lacrosse-ball-side.mp4#t=0.1,"The 'Hamstring Mobilisation Seated Lacrosse Ball' is a 'Beginner' level 'Muscle Building' exercise that targets the 'hamstrings' and requires 'None'. Instructions and tips: 1.Place a massage ball on a bench..2.Sit on the ball with your hamstring..3.Move around till you find a tight/sore spot..4.Extend and bend your knee to mobilise the hamstring..Hamstrings Exercise, Leg Exercise, Hamstring Exercise"
798,Hamstring Stretch Dynamic Standing Bilateral,hamstrings,None,Beginner,Stretching,"1
Standing, split stance.
2
Dynamically kick your back leg forward and up.
3
Return to starting position.



Hamstrings Exercise, Leg Exercise, Hamstring Exercise",https://musclewiki.com/recovery/male/hamstrings/hamstring-stretch-dynamic-standing-bilateral/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-hamstring-stretch-dynamic-standing-bilateral-front.mp4#t=0.1,"The 'Hamstring Stretch Dynamic Standing Bilateral' is a 'Beginner' level 'Stretching' exercise that targets the 'hamstrings' and requires 'None'. Instructions and tips: 1.Standing, split stance..2.Dynamically kick your back leg forward and up..3.Return to starting position..Hamstrings Exercise, Leg Exercise, Hamstring Exercise"
799,Hamstring Stretch Dynamic Supine Alternating,hamstrings,None,Beginner,Stretching,"1
Lie on your back with straight legs.
2
Perform a posterior pelvic tilt and maintain the position.
3
Kick one leg up to feel a stretch in the hamstring.



Hamstrings Exercise, Leg Exercise, Hamstring Exercise",https://musclewiki.com/recovery/male/hamstrings/hamstring-stretch-dynamic-supine-alternating/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-hamstring-stretch-dynamic-supine-alternating-side.mp4#t=0.1,"The 'Hamstring Stretch Dynamic Supine Alternating' is a 'Beginner' level 'Stretching' exercise that targets the 'hamstrings' and requires 'None'. Instructions and tips: 1.Lie on your back with straight legs..2.Perform a posterior pelvic tilt and maintain the position..3.Kick one leg up to feel a stretch in the hamstring..Hamstrings Exercise, Leg Exercise, Hamstring Exercise"
800,Hamstring Stretch Seated Single Leg,hamstrings,None,Beginner,Stretching,"1
Sit on the floor with both legs extended straight out in front of you. Keep your back straight and your core gently engaged

2
Bend one knee and bring the sole of that foot to rest against the inner thigh of your extended leg. Your bent knee should fall open to the side

3
Keeping your extended leg straight with your toes pointing upwards (flex your foot), slowly lean forward from your hips, reaching your hands towards your ankle, shin, or toes of the extended leg

4
Maintain a straight back and avoid rounding your shoulders. Focus on feeling the stretch along the back of your extended thigh

5
Hold the stretch for 20-30 seconds, breathing deeply and trying to relax into the stretch with each exhale. Avoid bouncing or forcing the stretch

6
Slowly release the stretch and return to the starting position. Repeat on the other side by extending the bent leg and bending the other



Hamstrings Exercise, Leg Exercise, Hamstring Exercise",https://musclewiki.com/recovery/male/hamstrings/hamstring-stretch-seated-single-leg/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-hamstring-stretch-seated-single-leg-front.mp4#t=0.1,"The 'Hamstring Stretch Seated Single Leg' is a 'Beginner' level 'Stretching' exercise that targets the 'hamstrings' and requires 'None'. Instructions and tips: 1.Sit on the floor with both legs extended straight out in front of you. Keep your back straight and your core gently engaged.2.Bend one knee and bring the sole of that foot to rest against the inner thigh of your extended leg. Your bent knee should fall open to the side.3.Keeping your extended leg straight with your toes pointing upwards (flex your foot), slowly lean forward from your hips, reaching your hands towards your ankle, shin, or toes of the extended leg.4.Maintain a straight back and avoid rounding your shoulders. Focus on feeling the stretch along the back of your extended thigh.5.Hold the stretch for 20-30 seconds, breathing deeply and trying to relax into the stretch with each exhale. Avoid bouncing or forcing the stretch.6.Slowly release the stretch and return to the starting position. Repeat on the other side by extending the bent leg and bending the other.Hamstrings Exercise, Leg Exercise, Hamstring Exercise"
801,Hamstring Stretch Seated Single Leg Isometric,hamstrings,None,Beginner,Stretching,"1
Sit against a wall.
2
Bend one leg and tuck the foot by the straight leg's knee.
3
Dynamically reach forward towards your toes and return to starting position.



Hamstrings Exercise, Leg Exercise, Hamstring Exercise",https://musclewiki.com/recovery/male/hamstrings/hamstring-stretch-seated-single-leg-isometric/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-hamstring-stretch-seated-single-leg-isometric-front.mp4#t=0.1,"The 'Hamstring Stretch Seated Single Leg Isometric' is a 'Beginner' level 'Stretching' exercise that targets the 'hamstrings' and requires 'None'. Instructions and tips: 1.Sit against a wall..2.Bend one leg and tuck the foot by the straight leg's knee..3.Dynamically reach forward towards your toes and return to starting position..Hamstrings Exercise, Leg Exercise, Hamstring Exercise"
802,Hamstring Stretch Static Standing Single Leg,hamstrings,None,Beginner,Stretching,"1
From the standing position, bring one leg slightly forward.
2
Raise your toes and lean over towards them.
3
Maintain the position.



Hamstrings Exercise, Leg Exercise, Hamstring Exercise",https://musclewiki.com/recovery/male/hamstrings/hamstring-stretch-static-standing-single-leg/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-hamstring-stretch-static-standing-single-leg-front.mp4#t=0.1,"The 'Hamstring Stretch Static Standing Single Leg' is a 'Beginner' level 'Stretching' exercise that targets the 'hamstrings' and requires 'None'. Instructions and tips: 1.From the standing position, bring one leg slightly forward..2.Raise your toes and lean over towards them..3.Maintain the position..Hamstrings Exercise, Leg Exercise, Hamstring Exercise"
803,Hamstring Stretch Supine Dynamic Band,hamstrings,band,Beginner,Stretching,"1
Place a theraband or stretch strap around your foot.
2
Lie back onto the ground.
3
Raise your leg to stretching point with the aid of the band (strap).
4
Tug onto the strap on the end of range to dynamically stretch the hamstring.



Hamstrings Exercise, Leg Exercise, Hamstring Exercise",https://musclewiki.com/recovery/male/hamstrings/hamstring-stretch-supine-dynamic/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-hamstring-stretch-supine-dynamic-front.mp4#t=0.1,"The 'Hamstring Stretch Supine Dynamic Band' is a 'Beginner' level 'Stretching' exercise that targets the 'hamstrings' and requires 'band'. Instructions and tips: 1.Place a theraband or stretch strap around your foot..2.Lie back onto the ground..3.Raise your leg to stretching point with the aid of the band (strap)..4.Tug onto the strap on the end of range to dynamically stretch the hamstring..Hamstrings Exercise, Leg Exercise, Hamstring Exercise"
804,Hamstring Stretch Supine Glide,hamstrings,None,Beginner,Stretching,"1
Place a theraband around your foot.
2
Lie back onto the ground.
3
Raise your leg to stretching point with the aid of the band, keeping a slightly bent knee.
4
Extend and bend your knee to actively stretch your hamstring.



Hamstrings Exercise, Leg Exercise, Hamstring Exercise",https://musclewiki.com/recovery/male/hamstrings/hamstring-stretch-supine-glide/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-hamstring-stretch-supine-glide-front.mp4#t=0.1,"The 'Hamstring Stretch Supine Glide' is a 'Beginner' level 'Stretching' exercise that targets the 'hamstrings' and requires 'None'. Instructions and tips: 1.Place a theraband around your foot..2.Lie back onto the ground..3.Raise your leg to stretching point with the aid of the band, keeping a slightly bent knee..4.Extend and bend your knee to actively stretch your hamstring..Hamstrings Exercise, Leg Exercise, Hamstring Exercise"
805,Hamstring Stretch Supine Static,hamstrings,None,Beginner,Stretching,"1
Place a theraband or stretch strap around your foot.
2
Lie back onto the ground.
3
Raise your leg to stretching point with the aid of the band (strap).
4
Tug onto the strap on the end of range to dynamically stretch the hamstring.



Hamstrings Exercise, Leg Exercise, Hamstring Exercise",https://musclewiki.com/recovery/male/hamstrings/hamstring-stretch-supine-static/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-hamstring-stretch-supine-static-front.mp4#t=0.1,"The 'Hamstring Stretch Supine Static' is a 'Beginner' level 'Stretching' exercise that targets the 'hamstrings' and requires 'None'. Instructions and tips: 1.Place a theraband or stretch strap around your foot..2.Lie back onto the ground..3.Raise your leg to stretching point with the aid of the band (strap)..4.Tug onto the strap on the end of range to dynamically stretch the hamstring..Hamstrings Exercise, Leg Exercise, Hamstring Exercise"
806,Hamstrings Stretch Variation Four,hamstrings,None,Beginner,Stretching,"1
Sit on the floor with your legs out in front of you.
2
Reach forward to try and touch your toes. Reach as far forward as you can go.
3
Hold the stretch for a few seconds then return to starting position.



beginner Stretches exercise, Fitness Stretch, How to do Hamstrings Stretch Variation Four, Leg Exercise, How To Do A Hamstrings Stretch Variation Four, Hamstrings Exercise, Hamstring Exercise",https://musclewiki.com/stretches/male/hamstrings/hamstrings-stretch-variation-four/,https://media.musclewiki.com/media/uploads/videos/branded/male-hamstring-stretch-variation-4-front.mp4#t=0.1,"The 'Hamstrings Stretch Variation Four' is a 'Beginner' level 'Stretching' exercise that targets the 'hamstrings' and requires 'None'. Instructions and tips: 1.Sit on the floor with your legs out in front of you..2.Reach forward to try and touch your toes. Reach as far forward as you can go..3.Hold the stretch for a few seconds then return to starting position..beginner Stretches exercise, Fitness Stretch, How to do Hamstrings Stretch Variation Four, Leg Exercise, How To Do A Hamstrings Stretch Variation Four, Hamstrings Exercise, Hamstring Exercise"
