Exercise Name,Muscle Group,Equipment,Difficulty,Exercise_Type,Combined_Text,Exercise_URL,Video_URL
Mountain,chest,unknown,Novice,Stretching,"1
Stand tall with your feet hip-width apart and your arms at your sides.
2
Press your feet into the ground and engage your leg muscles.
3
Lift your chest and roll your shoulders back and down.
4
Take a deep breath in, and as you exhale, release any tension in your body and relax your muscles.



How To Do A Mountain, beginner Yoga exercise, Yoga, Pec Exercise, Yoga Pose, Yoga Exercises, How to do Mountain, Pecs, Mountain Pose, Tadasana, Chest Exercise, Yoga Fitness",https://musclewiki.com/yoga/male/chest/mountain/,https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-mountain-side.mp4#t=0.1
One Arm Cow Face Pose,triceps,unknown,Beginner,Stretching,"1
Sit on the floor with your legs extended in front of you.
2
Bend your left knee and place your left foot on the floor, close to your right hip.
3
Cross your right leg over your left leg, stacking your knees on top of each other.
4
Bring your left arm up overhead, and bend your elbow so that your left hand reaches towards your upper back. Reach your right hand behind your back and try to clasp your left hand. Hold



beginner Yoga exercise, Tricep Exercise, Yoga, How to do One Arm Cow Face Pose, How To Do A One Arm Cow Face Pose, Yoga Pose, Yoga Exercises, Arm Exercise, Gomukhasana, Triceps Exercise, Yoga Fitness, Cow Face Pose",https://musclewiki.com/yoga/male/triceps/one-arm-cow-face-pose/,https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-one-arm-cow-face-pose-side.mp4#t=0.1
Pigeon Pose,glutes,unknown,Beginner,Stretching,"1
Extend your right leg behind you and place your right ankle on top of your left thigh, with your right knee pointing out to the side.
2
Sitting up straight, use your hands to gently press down on your right knee while at the same time pulling your left buttock back.
3
Hold for 5-10 deep breaths, then release and repeat on the other side.



How To Do A Pigeon Pose, How to do Pigeon Pose, Glutes Exercise, beginner Yoga exercise, Yoga Exercises, Yoga Pose, Yoga Fitness, Pigeon Pose, Glute Exercise, Butt Exercise, Kapotanasana, Yoga",https://musclewiki.com/yoga/male/glutes/pigeon-pose/,https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-pigeon-pose-front.mp4#t=0.1
Pole Rotation,"lateral-deltoid, anterior-deltoid, posterior-deltoid",unknown,Beginner,Stretching,"1
Start with the pole in front of you with an overhand wider than shoulder width grip.
2
Rotate both arms overhead and behind you while leaving your elbows mostly extended.



Anterior Deltoid Exercise, Shoulder Exercise, Fitness Stretch, Lateral Deltoid Exercise, Posterior Deltoid Exercise, Shoulders Exercise",https://musclewiki.com/stretches/male/shoulders/pole-rotation/,https://media.musclewiki.com/media/uploads/videos/branded/male-Stretches-pole-rotation-front.mp4#t=0.1
Prayer Stretch 1,glutes,unknown,Beginner,Stretching,"1
Sit on your heels and reach out your arms on the floor while pressing the chest towards the ground.



Butt Exercise, Glutes Exercise, Glute Exercise, Lats Exercise, Lower Back, Lower back Exercise, Lower Back Exercise",https://musclewiki.com/recovery/male/lowerback/prayer-stretch-1/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-prayer-stretch-1-front.mp4#t=0.1
Prayer Stretch 2 Roller,glutes,unknown,Beginner,Stretching,"1
Sit on your heels and reach out your arms on a box or foam roller while pressing the chest towards the ground.



Butt Exercise, Glutes Exercise, Glute Exercise, Lats Exercise, Lower Back, Lower back Exercise, Lower Back Exercise",https://musclewiki.com/recovery/male/lowerback/prayer-stretch-2-roller/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-prayer-stretch-2-roller-front.mp4#t=0.1
Prayer Stretch Side Bend,obliques,unknown,Beginner,Stretching,"1
Sit on your heels and reach out your arms on the floor while pressing the chest towards the ground.
2
Bend your spine towards one side and reach over with your arms.
3
Do the same on the opposite side.



Obliques, Obliques Exercise, Ab Exercise",https://musclewiki.com/recovery/male/obliques/prayer-stretch-side-bend/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-prayer-stretch-side-bend-side.mp4#t=0.1
Prone Single Leg Hip Extension Hold,glutes,unknown,Beginner,Muscle Building,"1
Lie on your stomach.
2
Secure your lower back by tilting your hips backwards.
3
Raise one leg and hold the position for the specified duration.



Glutes Exercise, Butt Exercise, Glute Exercise",https://musclewiki.com/recovery/male/glutes/hip-extension-prone-unilateral-isometric/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-hip-extension-prone-unilateral-isometric-front.mp4#t=0.1
Puppy Pose,posterior-deltoid,unknown,Beginner,Stretching,"1
Begin in a tabletop position with your hands and knees on the ground.
2
Walk your hands forward as you lower your chest towards the ground.
3
Keep your hips over your knees and extend your arms out in front of you.
4
Hold for a few breaths and then release.



Posterior Deltoid Exercise, How to do Puppy Pose, beginner Yoga exercise, Yoga Exercises, Yoga Pose, Yoga Fitness, How To Do A Puppy Pose, Shoulder Exercise, Anahatasana, Shoulders Exercise, Yoga, Puppy Pose",https://musclewiki.com/yoga/male/shoulders/puppy-pose/,https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-puppy-pose-front.mp4#t=0.1
Pushup Position Shoulder Clock,shoulders,unknown,Beginner,Muscle Building,"1
Wrap a loop band around your wrists and get yourself in a pushup position.
2
Support your body on one arm, while the other moves out taping the hour positions of the clock.
3
If you're moving your right arm it should be taping 12, 1, ..., 6.
4
If you're moving your left arm it should be taping 12, 11, ..., 6.



",https://musclewiki.com/recovery/male/shoulders/pushup-position-shoulder-clock/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-shoulder-clock-pushup-position-loop-band-side.mp4#t=0.1
Pyramid Pose,hamstrings,unknown,Beginner,Stretching,"1
Begin in Tadasana (Mountain Pose).
2
Step your left foot back about 3-4 feet and place your heel down, keeping your toes pointing forward.
3
Inhale and lengthen your spine, then exhale and fold forward from your hips, bringing your hands to the floor on either side of your right foot.
4
Hold for several breaths, then switch sides and repeat.



beginner Yoga exercise, Yoga, Pyramid Pose, How To Do A Pyramid Pose, Leg Exercise, Hamstrings Exercise, Yoga Pose, How to do Pyramid Pose, Parvosttanasana, Yoga Exercises, Yoga Fitness, Hamstring Exercise",https://musclewiki.com/yoga/male/hamstrings/pyramid-pose/,https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-pyramid-pose-side.mp4#t=0.1
Pyramid Pose Blocks,hamstrings,unknown,Beginner,Stretching,"1
Begin in Tadasana (Mountain Pose) with two blocks at the top of your mat.
2
Step your left foot back about 3-4 feet and place your heel down, keeping your toes pointing forward.
3
Place the blocks on either side of your right foot at a height that allows you to comfortably place your hands on them.
4
Inhale and lengthen your spine, then exhale and fold forward from your hips, bringing your hands to the blocks. Hold for several breaths, then switch sides and repeat.



beginner Yoga exercise, Yoga, Pyramid Pose, How to do Pyramid Pose Blocks, Pyramid Pose With Blocks, How To Do A Pyramid Pose Blocks, Leg Exercise, Hamstrings Exercise, Yoga Pose, Parvosttanasana, Yoga Exercises, Yoga Fitness, Hamstring Exercise",https://musclewiki.com/yoga/male/hamstrings/pyramid-pose-blocks/,https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-pyramid-pose-blocks-front.mp4#t=0.1
Pyramid Pose Calf Blocks,calves,unknown,Beginner,Stretching,"1
Start standing with a flat and vertical block on the matt
2
Bend forward, placing hand on vertical block, and front of foot on the flat block.
3
Press the bottom of your foot towards the ground, and repeat on each side.



How to do Pyramid Pose Calf Blocks, beginner Yoga exercise, Yoga, Leg Exercise, Calves Exercise, Yoga Pose, Yoga Exercises, Pryamid Pose Calf, How To Do A Pyramid Pose Calf Blocks, Calves, Pyramid Pose Calf Stretch, Yoga Fitness",https://musclewiki.com/yoga/male/calves/pyramid-pose-calf-blocks/,https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-pyramid-pose-calf-blocks-front.mp4#t=0.1
Pyramid Prayer,triceps,unknown,Beginner,Stretching,"1
Stand with your feet hip-width apart and place your hands on a table, chair, or any elevated surface in front of you.
2
Walk your feet back until your torso is parallel to the ground, and your elbows are resting on the surface.
3
Relax your head and neck, and breathe deeply.
4
Hold for a few breaths, then release.



beginner Yoga exercise, How to do Pyramid Prayer, Yoga, Pyramid Prayer, Yoga Pose, Yoga Exercises, Arm Exercise, Triceps Exercise, How To Do A Pyramid Prayer, Yoga Fitness, Tricep Exercise",https://musclewiki.com/yoga/male/triceps/pyramid-prayer/,https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-pyramid-prayer-front.mp4#t=0.1
Quads Stretch Variation Four,quads,unknown,Novice,Stretching,"1
Lay flat on your belly. Extend one arm out in front of you, placing your palm on the floor. With your other arm, grab the top of your foot.
2
Keeping your upper leg flat on the floor, pull your foot towards your buttocks to engage the stretch.
3
Pause for a few seconds, and then repeat the stretch with your other leg.



Quad Exercise, Leg Exercise, How to do Quads Stretch Variation Four, How To Do A Quads Stretch Variation Four, Fitness Stretch, beginner Stretches exercise, Quads Exercise",https://musclewiki.com/stretches/male/quads/quads-stretch-variation-four/,https://media.musclewiki.com/media/uploads/videos/branded/male-quads-stretch-variation-4-front.mp4#t=0.1
Quads Stretch Variation One,quads,unknown,Novice,Stretching,"1
Stand perpendicular to a wall, using one arm against the wall for balance. With your other arm, grab the top of your foot.
2
Pull your leg upwards and back to engage your quads, pausing at the apex of the stretch for a few seconds.
3
Return to starting position and repeat with your other leg.



beginner Stretches exercise, Fitness Stretch, Leg Exercise, How To Do A Quads Stretch Variation One, Quad Exercise, Quads Exercise, How to do Quads Stretch Variation One",https://musclewiki.com/stretches/male/quads/quads-stretch-variation-one/,https://media.musclewiki.com/media/uploads/videos/branded/male-quads-stretch-variation-1-front.mp4#t=0.1
Quads Stretch Variation Three,quads,unknown,Novice,Stretching,"1
Lay flat on your belly, with both hands reach back and grab the tops of your feet.
2
Keeping your upper legs flat on the ground, pull both of your feet towards your buttocks.
3
Pause at the apex of the stretch, then return to starting position.



beginner Stretches exercise, Fitness Stretch, Leg Exercise, Quad Exercise, How To Do A Quads Stretch Variation Three, Quads Exercise, How to do Quads Stretch Variation Three",https://musclewiki.com/stretches/male/quads/quads-stretch-variation-three/,https://media.musclewiki.com/media/uploads/videos/branded/male-quads-stretch-variation-3-front.mp4#t=0.1
Quads Stretch Variation Two,quads,unknown,Novice,Stretching,"1
Place one foot flat on the ground in front of you at a 90 degree angle. With your other leg, balance upon your knee, placing the tip of your foot against the wall behind you for balance.
2
Place your hands on your knee in front of you, and lean forward so that your knee extends over your foot.
3
Pause at the apex of the stretch, and slowly return to starting position. Repeat with your other leg.



beginner Stretches exercise, Fitness Stretch, Leg Exercise, Quad Exercise, How To Do A Quads Stretch Variation Two, Quads Exercise, How to do Quads Stretch Variation Two",https://musclewiki.com/stretches/male/quads/quads-stretch-variation-two/,https://media.musclewiki.com/media/uploads/videos/branded/male-quads-stretch-variation-2-front.mp4#t=0.1
Reclining Pigeon Pose,glutes,unknown,Beginner,Stretching,"1
Lie down on your back with your knees bent and your feet on the ground.
2
Cross your right ankle over your left knee, creating a figure four shape.
3
Use your hands to gently pull your left knee towards your chest, feeling a stretch in your right hip.
4
Hold the pose for a few breaths, then switch sides and repeat.



Butt Exercise, beginner Yoga exercise, Yoga, Glutes Exercise, How To Do A Reclining Pigeon Pose, Glute Exercise, Reclining Pigeon Pose, Yoga Pose, Yoga Exercises, How to do Reclining Pigeon Pose, Supta Kapotanassana, Yoga Fitness",https://musclewiki.com/yoga/male/glutes/reclining-pigeon-pose/,https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-reclining-pigeon-pose-front.mp4#t=0.1
Restful Cow Face Pose Legs,glutes,unknown,Intermediate,Stretching,"1
Start in a seated position with your legs extended in front of you.
2
Cross your right leg over your left leg, placing your right foot on the floor beside your left hip.
3
Cross your left leg over your right leg, placing your left foot on the floor beside your right hip.
4
Relax your arms by your sides or place them on your abdomen and take deep breaths.



Butt Exercise, Yoga, Glutes Exercise, How To Do A Restful Cow Face Pose Legs, Glute Exercise, Restful Cow Face Pose, How to do Restful Cow Face Pose Legs, Yoga Pose, intermediate Yoga exercise, Yoga Exercises, Gomukhasana, Yoga Fitness",https://musclewiki.com/yoga/male/glutes/restful-cow-face-pose-legs/,https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-restful-cow-face-pose-legs-side.mp4#t=0.1
